Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,temp,location,clouds,pressure,rain,time_stamp,humidity,wind,surge_factor
68,40,Suburban,Silver,58,4.64,Morning,Premium,68,279.2349662242834,0.8142,Beacon Hill,0.55,0.7066,0.0,1544906702,0.4815,0.2907,1.3284
77,30,Urban,Regular,99,4.7,Evening,Premium,179,689.7483154802385,0.8097,Fenway,0.56,0.7062,0.0671,1544906702,0.5,0.284,1.3429
82,67,Urban,Regular,13,4.43,Afternoon,Economy,33,88.76294359232648,0.8466,Financial District,0.54,0.7066,0.2938,1544906702,0.4259,0.2935,1.3881
21,8,Suburban,Gold,37,3.71,Evening,Premium,171,621.7963494961118,0.8097,Theatre District,0.55,0.7064,0.2348,1544906702,0.5,0.2912,1.3757
75,24,Rural,Regular,44,3.79,Night,Premium,72,307.621949405299,0.8097,West End,0.55,0.7066,0.0658,1544906702,0.5,0.2918,1.342
61,9,Urban,Gold,74,3.98,Evening,Premium,32,172.41053126646165,0.6085,Fenway,0.27,0.9347,0.1966,1544805901,0.3889,0.2197,1.306
90,13,Suburban,Regular,24,3.73,Afternoon,Economy,126,444.2453020895959,0.601,Haymarket Square,0.26,0.9351,0.0265,1544805901,0.3889,0.2247,1.2699
100,21,Suburban,Regular,20,3.52,Night,Premium,163,556.8967118375435,0.6013,North End,0.26,0.9351,0.0,1544805901,0.3889,0.2247,1.2646
93,31,Suburban,Gold,13,3.58,Afternoon,Premium,101,355.3245754797394,0.6963,Back Bay,0.77,0.2693,0.0,1543823574,0.9444,0.1789,1.312
92,14,Urban,Silver,57,3.73,Morning,Premium,133,474.99773906008016,0.6946,Beacon Hill,0.77,0.2693,0.2755,1543823574,0.9444,0.1794,1.3669
61,12,Rural,Gold,59,4.72,Afternoon,Premium,178,581.9712306098094,0.6949,Boston University,0.76,0.2695,0.0384,1543823574,0.9444,0.1733,1.3174
53,12,Suburban,Gold,79,3.6,Night,Premium,154,663.4393972369916,0.6924,Fenway,0.76,0.2695,0.0424,1543823574,0.963,0.1761,1.319
55,21,Urban,Regular,20,3.56,Night,Premium,134,519.469492374694,0.6952,Financial District,0.78,0.2693,0.0351,1543823574,0.9444,0.1839,1.3208
57,45,Rural,Gold,78,4.43,Afternoon,Premium,112,397.6919501475396,0.6938,Haymarket Square,0.78,0.2693,0.3196,1543823574,0.9444,0.1817,1.3773
34,8,Suburban,Silver,51,4.09,Afternoon,Premium,130,388.1122298927073,0.6946,North End,0.78,0.2693,0.2837,1543823574,0.9444,0.1822,1.3703
50,11,Suburban,Silver,19,4.87,Morning,Economy,144,591.1000759572743,0.6918,North Station,0.78,0.2693,0.3602,1543823574,0.9444,0.18,1.385
35,22,Rural,Silver,82,3.79,Afternoon,Economy,174,586.7988633141081,0.6935,Northeastern University,0.76,0.2695,0.0533,1543823574,0.963,0.1789,1.3217
43,14,Suburban,Regular,1,3.53,Night,Premium,134,648.9097429236178,0.6952,South Station,0.78,0.2693,0.112,1543823574,0.963,0.1845,1.3372
50,25,Suburban,Silver,19,4.32,Night,Economy,176,746.3391324597457,0.6932,Theatre District,0.77,0.2693,0.0,1543823574,0.963,0.1828,1.3128
55,19,Urban,Regular,64,4.34,Morning,Premium,129,555.0976877626003,0.6907,West End,0.78,0.2693,0.2645,1543823574,0.963,0.18,1.3666
93,67,Urban,Silver,21,4.88,Night,Premium,87,417.91314129159,0.584,Back Bay,0.89,0.5782,0.0,1543235708,0.9074,0.1694,1.3412
94,69,Urban,Silver,86,4.12,Morning,Premium,18,97.80093621671637,0.5823,Beacon Hill,0.93,0.5741,0.1018,1543235708,0.9259,0.1604,1.367
70,60,Urban,Regular,57,4.05,Afternoon,Premium,43,193.0891119987856,0.5792,Boston University,0.93,0.5741,0.0,1543235708,0.9259,0.1593,1.346
36,25,Suburban,Regular,61,3.64,Night,Economy,132,492.4640116460618,0.5801,Fenway,0.93,0.5739,0.0,1543235708,0.9259,0.1593,1.3461
37,9,Suburban,Silver,73,4.8,Morning,Economy,124,408.81562882076287,0.6555,Financial District,0.93,0.5744,0.0,1543235708,0.7593,0.161,1.3493
68,46,Urban,Gold,8,4.21,Afternoon,Economy,116,364.1617948077249,0.5848,North End,0.93,0.5744,0.0,1543235708,0.9259,0.1604,1.347
77,15,Suburban,Regular,47,4.47,Morning,Economy,66,228.64349787316,0.5828,North Station,0.93,0.5744,0.0042,1543235708,0.9259,0.1604,1.3475
27,12,Suburban,Silver,64,4.7,Evening,Economy,149,667.9464280068869,0.5823,Northeastern University,0.93,0.5741,0.0031,1543235708,0.9259,0.1599,1.3472
90,56,Suburban,Silver,61,4.38,Night,Premium,91,410.34270896598935,0.656,South Station,0.93,0.5741,0.1814,1543235708,0.7593,0.161,1.3857
46,23,Suburban,Regular,19,4.92,Afternoon,Economy,169,710.4192641684332,0.5834,Theatre District,0.93,0.5741,0.0,1543235708,0.9259,0.1604,1.3468
96,80,Urban,Regular,47,3.77,Morning,Economy,70,177.20306582722415,0.5814,West End,0.93,0.5741,0.1023,1543235708,0.9259,0.1604,1.3669
80,6,Rural,Silver,43,4.81,Night,Economy,24,74.32837977574499,0.6309,Beacon Hill,0.89,0.5165,0.0757,1545000302,0.5926,0.6042,1.385
80,31,Suburban,Silver,91,4.61,Evening,Premium,127,392.3027600530253,0.6236,Fenway,0.87,0.5161,0.1373,1545000302,0.6111,0.5942,1.3931
64,25,Suburban,Silver,85,4.46,Afternoon,Premium,37,168.61019430479575,0.6555,Financial District,0.89,0.5174,0.0658,1545000302,0.5556,0.607,1.3852
57,42,Rural,Silver,36,3.59,Afternoon,Premium,167,587.2581373063812,0.6256,North Station,0.89,0.5178,0.0603,1545000302,0.6111,0.5987,1.3816
52,7,Rural,Silver,57,4.82,Night,Economy,180,563.9803272683639,0.6214,Northeastern University,0.9,0.5159,0.1295,1545000302,0.6111,0.6009,1.3963
69,56,Urban,Regular,73,4.02,Night,Premium,116,352.3474982568331,0.6505,South Station,0.89,0.5214,0.0761,1545000302,0.5185,0.6177,1.3861
67,54,Suburban,Regular,53,3.67,Morning,Economy,110,415.3075369486595,0.6245,West End,0.89,0.5176,0.0667,1545000302,0.6111,0.5975,1.3826
25,7,Rural,Silver,13,4.07,Afternoon,Premium,60,204.215843297379,0.3736,Back Bay,0.18,0.9723,0.2311,1544798701,0.6111,0.1655,1.2736
80,35,Rural,Regular,29,4.49,Night,Economy,79,319.6520700676685,0.3719,Beacon Hill,0.18,0.9723,0.0076,1544798701,0.6111,0.1671,1.2288
73,6,Suburban,Silver,5,4.03,Night,Premium,71,362.05333073474793,0.3579,Boston University,0.19,0.9721,0.0,1544798701,0.6481,0.161,1.2279
24,6,Urban,Regular,65,4.29,Afternoon,Premium,106,387.4755378090192,0.3761,Fenway,0.19,0.9721,0.0441,1544798701,0.6111,0.1615,1.2376
37,14,Rural,Gold,18,4.36,Evening,Economy,85,348.8532987245396,0.3677,Financial District,0.17,0.9723,0.2261,1544798701,0.6296,0.1705,1.2716
27,6,Rural,Regular,74,4.75,Afternoon,Premium,157,732.2985126943609,0.38,Haymarket Square,0.17,0.9723,0.0989,1544798701,0.5926,0.1694,1.2461
23,11,Urban,Regular,11,4.86,Afternoon,Economy,133,343.6721333865543,0.3797,North End,0.17,0.9723,0.0053,1544798701,0.6111,0.1699,1.2283
42,8,Rural,Gold,12,4.79,Morning,Premium,166,599.7162532373392,0.3831,North Station,0.17,0.9723,0.1363,1544798701,0.5926,0.1683,1.2539
74,39,Urban,Silver,11,3.65,Morning,Economy,173,484.75453888236336,0.3836,Northeastern University,0.19,0.9721,0.0,1544798701,0.5926,0.1638,1.2293
68,30,Urban,Regular,28,4.69,Night,Premium,134,581.1514565564086,0.3697,South Station,0.17,0.9723,0.1618,1544798701,0.6296,0.1705,1.2591
59,9,Suburban,Silver,30,4.83,Afternoon,Economy,140,603.3651642705413,0.3853,Theatre District,0.18,0.9723,0.1266,1544798701,0.5926,0.1688,1.2539
89,75,Rural,Silver,76,4.39,Evening,Economy,110,369.8546414878244,0.3828,West End,0.17,0.9723,0.0341,1544798701,0.5926,0.1677,1.2334
81,35,Suburban,Regular,45,4.11,Night,Economy,174,708.8801421484817,0.3613,Back Bay,0.0,0.5605,0.0,1543560774,0.5926,0.2074,1.1606
33,8,Suburban,Regular,74,4.52,Morning,Premium,56,205.83755050869485,0.3607,Beacon Hill,0.0,0.5605,0.0,1543560774,0.5926,0.2091,1.1607
75,28,Urban,Gold,49,4.46,Night,Economy,163,684.5607033083106,0.3585,Boston University,0.0,0.5605,0.1428,1543560774,0.6111,0.2029,1.1892
87,48,Suburban,Silver,95,4.73,Morning,Economy,162,453.2541298779704,0.3582,Fenway,0.0,0.5605,0.2325,1543560774,0.6111,0.2046,1.2073
56,37,Suburban,Silver,96,3.83,Afternoon,Premium,130,412.5848379812361,0.3624,Financial District,0.0,0.5605,0.0,1543560774,0.5926,0.2119,1.1612
75,32,Urban,Silver,20,3.69,Evening,Premium,96,440.4442377359072,0.3621,Haymarket Square,0.0,0.5607,0.133,1543560774,0.5926,0.2107,1.1877
99,54,Rural,Silver,96,3.77,Afternoon,Premium,61,241.6407113776789,0.3621,North End,0.0,0.5594,0.0,1543560774,0.5926,0.2102,1.1609
33,16,Rural,Regular,81,4.08,Afternoon,Premium,50,201.29253189374316,0.3613,North Station,0.0,0.5607,0.0,1543560774,0.5926,0.2096,1.1609
41,28,Rural,Gold,89,4.47,Evening,Premium,45,220.05114029296504,0.3585,Northeastern University,0.0,0.5605,0.0698,1543560774,0.6111,0.2068,1.175
55,19,Suburban,Silver,74,3.51,Morning,Economy,173,702.9134159653358,0.3621,South Station,0.0,0.5605,0.0,1543560774,0.5926,0.2124,1.1612
93,51,Rural,Silver,12,4.98,Morning,Premium,90,431.42166025583447,0.3602,Theatre District,0.0,0.5605,0.0,1543560774,0.6111,0.2107,1.1617
54,35,Urban,Silver,11,4.49,Afternoon,Premium,96,466.8626810645626,0.3599,West End,0.0,0.5607,0.0,1543560774,0.5926,0.2091,1.1606
34,20,Urban,Gold,21,4.15,Morning,Premium,158,445.1263611668488,0.5951,Back Bay,0.96,0.1212,0.1116,1543437800,0.3704,0.5411,1.3403
86,18,Suburban,Silver,61,4.3,Afternoon,Premium,126,441.6378571357946,0.5949,Beacon Hill,0.96,0.121,0.0497,1543437800,0.3704,0.5422,1.328
85,27,Suburban,Gold,8,4.11,Night,Premium,157,669.5210116683382,0.5985,Boston University,0.96,0.1216,0.0,1543437800,0.3704,0.5321,1.3177
74,5,Suburban,Regular,80,3.63,Night,Economy,134,354.3852115042604,0.5884,Fenway,0.96,0.1216,0.0,1543437800,0.3704,0.5366,1.3166
63,53,Rural,Gold,33,4.33,Afternoon,Economy,175,489.7125242986789,0.6099,Financial District,0.97,0.1208,0.0,1543437800,0.3519,0.5489,1.3216
55,13,Suburban,Silver,45,3.71,Morning,Premium,40,222.56858200356248,0.5909,Haymarket Square,0.96,0.1205,0.133,1543437800,0.3704,0.545,1.3443
100,66,Suburban,Gold,27,3.53,Evening,Premium,106,412.2556067980849,0.5921,North End,0.96,0.1205,0.0,1543437800,0.3704,0.5461,1.318
51,27,Urban,Gold,86,3.82,Evening,Premium,152,472.21573527678265,0.5882,North Station,0.96,0.1205,0.0094,1543437800,0.3889,0.5422,1.3198
37,10,Urban,Silver,33,4.86,Afternoon,Economy,44,179.93988033973832,0.584,Northeastern University,0.97,0.1214,0.0059,1543437800,0.3889,0.5416,1.32
99,71,Suburban,Gold,3,4.63,Morning,Premium,100,308.9111533232364,0.6074,South Station,0.97,0.1208,0.253,1543437800,0.3519,0.55,1.3719
54,24,Rural,Silver,85,3.79,Evening,Economy,102,306.3142432341152,0.5828,Theatre District,0.97,0.121,0.0242,1543437800,0.3889,0.5467,1.324
30,7,Rural,Gold,57,4.27,Morning,Premium,69,224.46487829301583,0.5868,West End,0.96,0.1208,0.1232,1543437800,0.3889,0.5422,1.3424
84,56,Urban,Silver,71,4.56,Evening,Premium,15,101.07378646994935,0.7027,Back Bay,1.0,0.2456,0.0183,1543292120,0.8333,0.8267,1.408
49,14,Suburban,Silver,55,4.43,Morning,Premium,131,633.4966221375331,0.7022,Beacon Hill,1.0,0.2458,0.0183,1543292120,0.8333,0.8334,1.4086
86,10,Urban,Silver,98,4.8,Morning,Economy,18,62.87509273644356,0.703,Boston University,1.0,0.2462,0.0163,1543292120,0.8333,0.8116,1.4062
48,24,Rural,Gold,17,3.98,Afternoon,Economy,29,92.03104706108972,0.6988,Fenway,1.0,0.2456,0.017,1543292120,0.8333,0.8144,1.4059
67,18,Urban,Silver,78,3.81,Morning,Premium,22,106.7358926414302,0.7072,Financial District,1.0,0.2454,0.0214,1543292120,0.8148,0.8429,1.4099
100,16,Rural,Gold,96,3.65,Night,Premium,163,560.6703257140985,0.7024,Haymarket Square,1.0,0.2458,0.0196,1543292120,0.8148,0.8407,1.4087
79,7,Rural,Silver,31,4.82,Night,Economy,100,322.9000694955284,0.7033,North End,1.0,0.2458,0.0282,1543292120,0.8148,0.8435,1.4108
99,9,Rural,Silver,33,4.98,Afternoon,Economy,110,292.33936093553586,0.7016,North Station,1.0,0.246,0.0269,1543292120,0.8333,0.8379,1.4107
34,24,Urban,Silver,3,4.41,Morning,Economy,97,242.75171700488076,0.6982,Northeastern University,1.0,0.2454,0.0183,1543292120,0.8333,0.8211,1.4067
54,21,Urban,Silver,23,4.44,Evening,Premium,136,442.7796305981407,0.7061,South Station,1.0,0.2451,0.0222,1543292120,0.8148,0.8429,1.4099
77,43,Suburban,Regular,73,4.07,Afternoon,Premium,131,505.54671645728143,0.6988,Theatre District,1.0,0.2454,0.0205,1543292120,0.8333,0.8373,1.4089
80,21,Urban,Regular,85,4.21,Morning,Premium,146,474.9171617926677,0.6999,West End,1.0,0.246,0.0183,1543292120,0.8333,0.8357,1.4085
74,54,Urban,Regular,16,4.35,Afternoon,Premium,147,617.434678434942,0.4677,Back Bay,0.0,0.5148,0.0921,1543546374,0.4259,0.3633,1.1977
57,38,Urban,Regular,31,3.97,Morning,Premium,64,294.8553699465021,0.4672,Beacon Hill,0.0,0.5148,0.0,1543546374,0.4259,0.3656,1.1794
97,66,Urban,Silver,90,3.6,Evening,Premium,150,717.467322019467,0.4669,Boston University,0.0,0.5148,0.173,1543546374,0.4259,0.3583,1.2132
52,14,Suburban,Gold,97,4.83,Evening,Premium,66,266.9772170141728,0.4644,Fenway,0.0,0.5148,0.1017,1543546374,0.4444,0.3594,1.1996
51,37,Rural,Regular,34,4.64,Afternoon,Economy,100,383.3711770715268,0.4825,Financial District,0.0,0.5148,0.1395,1543546374,0.4074,0.3689,1.209
87,52,Urban,Gold,15,3.57,Night,Economy,66,266.4336179135411,0.4674,Haymarket Square,0.0,0.5146,0.5806,1543546374,0.4259,0.3678,1.2958
91,42,Suburban,Silver,76,4.96,Morning,Economy,86,336.39439243010713,0.4683,North End,0.0,0.5146,0.0,1543546374,0.4259,0.3689,1.1799
85,34,Rural,Regular,66,4.59,Morning,Premium,163,764.8593556145701,0.4663,North Station,0.0,0.5146,0.2964,1543546374,0.4259,0.3667,1.2386
57,21,Rural,Silver,28,4.93,Night,Economy,141,588.6941797749441,0.4647,Northeastern University,0.0,0.5148,0.0368,1543546374,0.4444,0.3622,1.187
28,8,Urban,Regular,67,3.78,Afternoon,Premium,58,305.2426676647312,0.482,South Station,0.0,0.5148,0.1109,1543546374,0.4074,0.3689,1.2032
58,30,Urban,Regular,32,4.14,Night,Economy,75,256.37380365626416,0.4649,Theatre District,0.0,0.5148,0.068,1543546374,0.4444,0.3672,1.1938
31,9,Rural,Gold,18,4.42,Morning,Premium,114,461.0193485856391,0.4649,West End,0.0,0.5146,0.0191,1543546374,0.4444,0.3661,1.1838
27,11,Suburban,Gold,88,4.5,Evening,Premium,144,581.7472844259253,0.6102,Beacon Hill,0.91,0.8686,0.0003,1544820302,0.463,0.237,1.3618
90,75,Urban,Gold,88,4.1,Afternoon,Economy,106,472.5465909334413,0.6287,South Station,0.91,0.8688,0.1164,1544820302,0.4444,0.2387,1.3871
54,8,Suburban,Regular,41,3.89,Morning,Economy,168,573.4835718398938,0.6968,Back Bay,1.0,0.4295,0.0442,1543273934,0.7778,0.5131,1.3965
23,9,Suburban,Silver,50,3.84,Evening,Premium,34,192.3850221961644,0.6954,Beacon Hill,1.0,0.4299,0.0448,1543273934,0.7963,0.5143,1.3975
94,64,Urban,Regular,62,4.87,Night,Economy,166,744.0359811402852,0.6957,Boston University,1.0,0.4291,0.0548,1543273934,0.7963,0.5098,1.399
86,20,Suburban,Silver,51,3.75,Morning,Premium,110,412.25746306035046,0.6954,Fenway,1.0,0.4291,0.0461,1543273934,0.7963,0.5103,1.3973
79,55,Suburban,Regular,91,4.39,Morning,Economy,48,189.5605649707772,0.713,Financial District,1.0,0.4301,0.0361,1543273934,0.7407,0.5159,1.3958
73,13,Urban,Regular,93,3.95,Night,Economy,90,357.0434721850994,0.6966,Haymarket Square,1.0,0.4303,0.0423,1543273934,0.7778,0.5154,1.3964
74,23,Urban,Regular,45,4.07,Morning,Premium,99,417.1740953777763,0.6971,North End,1.0,0.4303,0.042,1543273934,0.7778,0.5154,1.3964
26,11,Urban,Gold,10,4.22,Morning,Premium,69,314.84471031916905,0.6963,North Station,1.0,0.4303,0.0459,1543273934,0.7778,0.5143,1.397
99,30,Urban,Regular,74,4.21,Morning,Premium,160,629.9546011362719,0.6954,Northeastern University,1.0,0.4293,0.041,1543273934,0.7963,0.512,1.3965
80,42,Urban,Gold,85,4.22,Night,Economy,131,473.5617540035448,0.713,South Station,1.0,0.4301,0.0336,1543273934,0.7593,0.5165,1.3963
78,35,Rural,Regular,5,4.35,Evening,Premium,100,317.88095784682014,0.6954,West End,1.0,0.4301,0.0461,1543273934,0.7963,0.5143,1.3978
63,6,Urban,Gold,29,4.79,Evening,Premium,24,132.49921949173307,0.5555,Beacon Hill,0.83,0.1575,0.0,1543447930,0.3889,0.5892,1.3019
25,8,Rural,Regular,30,4.44,Night,Economy,115,430.7858509781543,0.5529,North Station,0.83,0.1572,0.1707,1543447930,0.3889,0.5897,1.3357
100,50,Urban,Regular,20,4.14,Evening,Economy,127,350.2265835541767,0.7077,Back Bay,0.99,0.0559,0.0111,1543315520,0.963,0.327,1.3433
46,8,Urban,Silver,32,4.81,Afternoon,Economy,112,466.42747932165264,0.7077,Beacon Hill,0.99,0.0561,0.0102,1543315520,0.963,0.3343,1.3439
59,29,Urban,Regular,90,4.3,Night,Economy,145,651.7303890276737,0.7058,Boston University,0.99,0.0557,0.0128,1543315520,0.963,0.3108,1.3417
21,11,Rural,Gold,18,4.2,Morning,Premium,49,266.34807324582846,0.7044,Fenway,0.99,0.0557,0.0158,1543315520,0.963,0.3147,1.3425
64,7,Rural,Silver,48,4.67,Evening,Economy,64,266.38537677090085,0.7393,Financial District,0.99,0.0561,0.0102,1543315520,0.8889,0.3454,1.346
52,22,Suburban,Gold,72,3.6,Morning,Premium,101,303.803226426852,0.71,Haymarket Square,0.99,0.0561,0.0064,1543315520,0.963,0.3432,1.3444
100,56,Suburban,Silver,67,4.2,Evening,Economy,169,461.9661913503604,0.7108,North End,0.99,0.0563,0.0081,1543315520,0.963,0.3466,1.3452
83,72,Rural,Regular,25,4.62,Night,Premium,45,201.0575405594342,0.7091,North Station,0.99,0.0561,0.009,1543315520,0.963,0.3399,1.3444
89,10,Rural,Silver,36,4.12,Afternoon,Premium,13,94.21444738997974,0.6996,Northeastern University,1.0,0.044,0.0111,1543315520,0.9259,0.2409,1.3319
100,37,Rural,Silver,47,4.7,Afternoon,Economy,142,546.8574476673242,0.7399,South Station,0.99,0.0561,0.0111,1543315520,0.8889,0.3449,1.3462
71,7,Urban,Gold,31,4.83,Morning,Premium,60,292.74683013160404,0.7083,Theatre District,0.99,0.0561,0.0102,1543315520,0.963,0.3387,1.3444
94,26,Suburban,Regular,0,3.94,Afternoon,Premium,40,150.90603765991335,0.7075,West End,0.99,0.0561,0.0094,1543315520,0.963,0.3371,1.344
52,23,Urban,Regular,41,4.23,Evening,Economy,134,534.90663340905,0.7198,Theatre District,0.84,0.5398,0.0201,1543250109,0.7593,0.313,1.3612
27,15,Urban,Silver,31,4.95,Afternoon,Economy,103,315.2654030422818,0.6675,Back Bay,0.95,0.019,0.0,1543329920,0.8148,0.6512,1.3504
88,62,Urban,Regular,62,4.82,Afternoon,Economy,162,601.2360266422271,0.6683,Beacon Hill,0.95,0.0183,0.0158,1543329920,0.8148,0.6506,1.3535
48,38,Suburban,Silver,64,4.97,Night,Premium,152,701.4695729515377,0.6625,Boston University,0.95,0.0194,0.2361,1543329920,0.8148,0.6551,1.3973
53,35,Suburban,Regular,1,3.67,Morning,Premium,88,392.0078846224547,0.6597,Fenway,0.95,0.0198,0.0047,1543329920,0.8148,0.6529,1.3504
31,12,Suburban,Gold,34,4.7,Night,Economy,105,331.8375249153692,0.6857,Financial District,0.95,0.0181,0.1201,1543329920,0.7778,0.6473,1.3748
56,34,Suburban,Silver,1,4.56,Afternoon,Economy,121,307.5259290756184,0.6709,Haymarket Square,0.95,0.0177,0.0,1543329920,0.8148,0.6484,1.3505
48,35,Rural,Gold,47,4.26,Morning,Economy,26,68.27174499943663,0.6125,North End,1.0,0.0068,0.1716,1543329920,0.8333,0.54,1.3725
93,66,Suburban,Silver,22,3.91,Night,Economy,180,765.4397485645513,0.6689,North Station,0.95,0.0177,0.1623,1543329920,0.8148,0.6495,1.3828
49,18,Rural,Silver,62,4.92,Afternoon,Economy,62,168.36628924698925,0.6072,Northeastern University,1.0,0.0083,0.3124,1543329920,0.8333,0.5383,1.3999
72,33,Rural,Gold,63,4.25,Evening,Economy,132,351.7736189685264,0.6144,South Station,1.0,0.0075,0.0512,1543329920,0.8148,0.5411,1.348
62,11,Suburban,Gold,37,4.23,Morning,Premium,71,363.3457529659053,0.6653,Theatre District,0.95,0.0186,0.1601,1543329920,0.8148,0.649,1.3818
39,15,Suburban,Regular,53,4.6,Evening,Premium,38,201.7146762833217,0.6669,West End,0.95,0.0179,0.0865,1543329920,0.8148,0.6501,1.3674
67,56,Urban,Gold,49,4.22,Afternoon,Premium,23,121.43999901863724,0.5868,Fenway,0.85,0.8255,0.2411,1544834702,0.7037,0.2622,1.4077
88,15,Urban,Regular,39,4.51,Afternoon,Economy,137,598.7750233051204,0.5965,Haymarket Square,0.86,0.827,0.0,1544834702,0.6852,0.2873,1.3642
29,16,Urban,Silver,75,4.11,Morning,Premium,80,371.1242881043308,0.6289,South Station,0.86,0.8257,0.17,1544834702,0.6111,0.2683,1.3973
100,24,Urban,Silver,88,4.49,Night,Economy,56,173.66696747925593,0.587,West End,0.86,0.8255,0.0487,1544834702,0.7037,0.2666,1.3712
98,43,Suburban,Gold,62,4.98,Morning,Economy,130,538.5185280064754,0.4669,Beacon Hill,1.0,0.3369,0.0656,1545039902,0.8889,0.5288,1.3642
35,10,Rural,Gold,40,3.54,Night,Economy,75,281.9625670059949,0.463,West End,1.0,0.3369,0.0857,1545039902,0.8889,0.5293,1.3677
58,14,Rural,Gold,10,3.77,Morning,Economy,95,258.01445968829404,0.5052,Boston University,0.63,0.29,0.1064,1543481580,0.4444,0.54,1.2968
22,7,Urban,Gold,53,4.43,Morning,Premium,98,476.2019961536034,0.6432,Boston University,1.0,0.6219,0.0588,1544982301,0.5,0.5198,1.3974
84,37,Suburban,Regular,94,3.83,Night,Economy,28,124.64550323605349,0.639,Haymarket Square,1.0,0.6224,0.1016,1544982301,0.5,0.5355,1.407
91,14,Suburban,Silver,19,4.78,Night,Premium,19,111.11271494112724,0.6396,North End,1.0,0.6224,0.2776,1544982301,0.5,0.5372,1.4424
56,29,Urban,Gold,67,4.49,Afternoon,Economy,125,421.8171879075184,0.6373,Back Bay,0.49,0.7425,0.201,1543686774,0.2222,0.0419,1.2988
97,21,Rural,Regular,36,3.72,Evening,Premium,23,134.0510144913575,0.6357,Beacon Hill,0.5,0.7427,0.186,1543686774,0.2222,0.0397,1.2969
57,47,Urban,Gold,26,3.8,Morning,Economy,30,132.4032477391118,0.6384,Boston University,0.49,0.7425,0.0151,1543686774,0.2037,0.0419,1.2609
94,27,Suburban,Silver,100,3.6,Night,Premium,172,547.9814624298182,0.6368,Fenway,0.49,0.7425,0.0,1543686774,0.2222,0.0436,1.2587
84,6,Suburban,Gold,24,3.74,Morning,Economy,68,281.96824577029594,0.6329,Financial District,0.5,0.7427,0.1971,1543686774,0.2222,0.0402,1.2988
40,11,Rural,Silver,1,4.24,Night,Premium,35,182.46632143825187,0.6362,Haymarket Square,0.5,0.7427,0.1869,1543686774,0.2222,0.0386,1.297
65,36,Suburban,Silver,20,4.39,Night,Premium,87,313.7742265682814,0.6368,North End,0.5,0.7427,0.2639,1543686774,0.2222,0.038,1.3125
35,22,Urban,Silver,28,4.88,Afternoon,Premium,116,422.8866610257602,0.6362,North Station,0.5,0.7427,0.0,1543686774,0.2222,0.038,1.2596
40,30,Urban,Regular,67,4.03,Evening,Premium,143,529.6967147126813,0.6368,Northeastern University,0.49,0.7425,0.0442,1543686774,0.2222,0.0442,1.2676
61,45,Urban,Silver,6,4.99,Evening,Economy,10,25.993449448411635,0.6331,South Station,0.5,0.7427,0.0,1543686774,0.2222,0.0408,1.2594
50,14,Urban,Gold,98,3.52,Night,Premium,109,351.5699575243088,0.6354,Theatre District,0.5,0.7427,0.0232,1543686774,0.2222,0.0414,1.2645
98,25,Suburban,Silver,30,4.76,Afternoon,Economy,60,154.68715967826247,0.6351,West End,0.5,0.7427,0.2025,1543686774,0.2222,0.0386,1.3
54,37,Suburban,Regular,41,4.69,Afternoon,Premium,16,106.59208227583191,0.4532,Back Bay,0.78,0.2917,0.0136,1545108301,0.3889,0.588,1.2951
37,13,Rural,Regular,31,4.66,Afternoon,Economy,35,132.1665679180113,0.4543,Boston University,0.78,0.2923,0.1565,1545108301,0.3889,0.5813,1.3232
78,41,Urban,Silver,12,4.99,Afternoon,Economy,22,76.224961221763,0.4652,Financial District,0.78,0.2908,0.0493,1545108301,0.3704,0.5947,1.3037
84,21,Rural,Gold,88,3.5,Afternoon,Economy,146,598.9400399823005,0.4521,North End,0.78,0.2906,0.1157,1545108301,0.3889,0.5947,1.3159
44,32,Suburban,Silver,51,4.2,Afternoon,Premium,168,563.1508995670627,0.4504,North Station,0.78,0.2908,0.0,1545108301,0.3889,0.5925,1.2923
25,11,Urban,Silver,92,3.91,Night,Economy,115,310.1546162756803,0.4496,Northeastern University,0.79,0.2921,0.0848,1545108301,0.3889,0.5852,1.3101
38,13,Urban,Gold,38,4.46,Evening,Premium,28,145.13756861567325,0.449,Theatre District,0.78,0.291,0.0,1545108301,0.3889,0.5925,1.2921
85,25,Urban,Silver,21,4.03,Morning,Economy,73,323.5576857599395,0.2344,Back Bay,0.34,0.9913,0.0497,1544773501,0.5926,0.1224,1.2371
31,13,Suburban,Gold,87,4.04,Evening,Economy,11,31.565676162125197,0.2344,Beacon Hill,0.34,0.9913,0.0,1544773501,0.5926,0.1224,1.2272
67,6,Rural,Regular,25,4.45,Evening,Premium,31,144.46263762346956,0.2316,Boston University,0.35,0.991,0.2295,1544773501,0.5926,0.1207,1.2739
77,11,Rural,Silver,70,3.82,Night,Premium,63,252.4930471020809,0.2302,Fenway,0.35,0.991,0.1742,1544773501,0.5926,0.1213,1.2627
32,11,Suburban,Silver,30,3.53,Afternoon,Premium,32,146.51277441611944,0.2372,Financial District,0.33,0.9915,0.1341,1544773501,0.5926,0.1235,1.253
